epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2584.11,0.50929,0.36987,0.9574,0.9568,0.95897,0.97565,0.82084,0.56816,0.41075,1.00642,0.00136829,0.00136829,0.00136829
183,2598.4,0.50503,0.36844,0.9464,0.96366,0.93135,0.96846,0.83073,0.54414,0.44819,0.98549,0.00136664,0.00136664,0.00136664
184,2610.71,0.51265,0.37022,0.94355,0.97171,0.94735,0.97621,0.83608,0.53795,0.40056,0.93349,0.00136499,0.00136499,0.00136499
185,2628.73,0.52293,0.38204,0.95712,0.96894,0.94599,0.9715,0.8222,0.57055,0.43586,0.95023,0.00136334,0.00136334,0.00136334
186,2640.53,0.48671,0.35236,0.93627,0.96279,0.95829,0.97545,0.82374,0.54082,0.38897,0.95001,0.00136169,0.00136169,0.00136169
187,2653.21,0.49886,0.37015,0.9414,0.97028,0.94927,0.97408,0.81849,0.53845,0.38562,0.95567,0.00136004,0.00136004,0.00136004
188,2665.36,0.50939,0.37325,0.94229,0.9828,0.9357,0.9766,0.83121,0.5436,0.3854,0.94091,0.00135839,0.00135839,0.00135839
189,2677.71,0.51793,0.37671,0.93799,0.96112,0.95022,0.97586,0.82291,0.53801,0.40332,0.95066,0.00135674,0.00135674,0.00135674
190,2690.36,0.49204,0.35865,0.9388,0.94839,0.96174,0.97537,0.83495,0.53007,0.41577,0.93936,0.00135509,0.00135509,0.00135509
191,2702.35,0.502,0.36254,0.94462,0.97426,0.94982,0.97869,0.8332,0.53624,0.4124,0.94536,0.00135344,0.00135344,0.00135344
192,2715.59,0.50055,0.37305,0.94549,0.9548,0.9531,0.97046,0.82682,0.54229,0.40997,0.9391,0.00135179,0.00135179,0.00135179
193,2726.94,0.5057,0.35899,0.94486,0.96461,0.94634,0.9734,0.81898,0.55471,0.41137,0.94452,0.00135014,0.00135014,0.00135014
194,2738.26,0.50227,0.36509,0.93842,0.9602,0.94789,0.97539,0.81742,0.56121,0.43773,0.95142,0.00134849,0.00134849,0.00134849
195,2749.36,0.48924,0.36411,0.92159,0.96343,0.95323,0.97465,0.82765,0.52368,0.4104,0.92332,0.00134684,0.00134684,0.00134684
196,2764.27,0.49293,0.37451,0.93293,0.97633,0.95323,0.97426,0.8202,0.56634,0.39616,0.92792,0.00134519,0.00134519,0.00134519
197,2776.94,0.51075,0.37354,0.94605,0.96578,0.96541,0.97552,0.83251,0.53715,0.38368,0.93415,0.00134354,0.00134354,0.00134354
198,2790.33,0.51685,0.376,0.94952,0.95238,0.96785,0.97648,0.83218,0.55284,0.40407,0.96609,0.00134188,0.00134188,0.00134188
199,2801.09,0.50665,0.36266,0.95382,0.9641,0.94353,0.97471,0.8295,0.54312,0.38917,0.93426,0.00134023,0.00134023,0.00134023
200,2815.31,0.50503,0.35812,0.94423,0.97612,0.94691,0.97754,0.8238,0.54843,0.38248,0.94033,0.00133858,0.00133858,0.00133858
201,2826.04,0.50635,0.37546,0.94881,0.9502,0.9582,0.97054,0.83096,0.54904,0.40352,0.92911,0.00133693,0.00133693,0.00133693
202,2840.04,0.49039,0.36292,0.9425,0.9653,0.95241,0.97488,0.83061,0.53957,0.38613,0.94641,0.00133528,0.00133528,0.00133528
203,2854.36,0.49486,0.3613,0.93979,0.96423,0.93463,0.96996,0.83829,0.50923,0.4139,0.9471,0.00133363,0.00133363,0.00133363
204,2872.61,0.50315,0.36548,0.95306,0.95852,0.95856,0.9725,0.82925,0.54031,0.41016,0.95823,0.00133198,0.00133198,0.00133198
205,2887.26,0.48423,0.36345,0.93092,0.95837,0.94427,0.97296,0.81961,0.54002,0.42546,0.94178,0.00133033,0.00133033,0.00133033
206,2901.35,0.50001,0.37469,0.94573,0.97089,0.9531,0.97521,0.8296,0.53558,0.40662,0.9449,0.00132868,0.00132868,0.00132868
207,2913.79,0.49173,0.35971,0.93527,0.98546,0.94871,0.97685,0.84633,0.51633,0.38785,0.92292,0.00132703,0.00132703,0.00132703
208,2929.17,0.48911,0.36311,0.93226,0.95867,0.96841,0.97709,0.83756,0.52371,0.38893,0.93122,0.00132538,0.00132538,0.00132538
209,2941.51,0.48543,0.35093,0.92429,0.96664,0.95938,0.97576,0.82852,0.53286,0.39254,0.95914,0.00132373,0.00132373,0.00132373
210,2954.99,0.49149,0.36484,0.94342,0.9707,0.95952,0.97621,0.82607,0.54016,0.37374,0.94237,0.00132208,0.00132208,0.00132208
211,2968.41,0.47736,0.35521,0.93993,0.96514,0.94995,0.97643,0.83111,0.53549,0.37901,0.9302,0.00132043,0.00132043,0.00132043
212,2980.69,0.47592,0.35393,0.92582,0.97472,0.95756,0.97887,0.83761,0.53098,0.38234,0.93343,0.00131878,0.00131878,0.00131878
213,2993.55,0.48429,0.35053,0.93884,0.95725,0.95693,0.97808,0.83281,0.5356,0.38604,0.94412,0.00131713,0.00131713,0.00131713
214,3007.61,0.48287,0.35494,0.93749,0.96282,0.95036,0.97589,0.82356,0.53534,0.38014,0.93013,0.00131548,0.00131548,0.00131548
215,3022.28,0.47411,0.35565,0.93554,0.97641,0.95475,0.9774,0.83754,0.52817,0.38328,0.92922,0.00131383,0.00131383,0.00131383
216,3035.12,0.49247,0.35643,0.93388,0.96191,0.9656,0.97712,0.82942,0.55141,0.38329,0.9369,0.00131218,0.00131218,0.00131218
217,3046.78,0.49328,0.3563,0.93894,0.97012,0.95891,0.9794,0.84182,0.52895,0.36116,0.9371,0.00131053,0.00131053,0.00131053
218,3058.1,0.48551,0.36279,0.94504,0.97408,0.95251,0.97535,0.83275,0.52363,0.36115,0.92629,0.00130888,0.00130888,0.00130888
219,3071.26,0.47406,0.35221,0.93104,0.96753,0.96776,0.97897,0.84761,0.52121,0.35984,0.92133,0.00130723,0.00130723,0.00130723
220,3087.74,0.4812,0.35442,0.93951,0.96982,0.96342,0.97855,0.83557,0.52629,0.38614,0.91564,0.00130558,0.00130558,0.00130558
221,3100.87,0.47255,0.35923,0.9297,0.96743,0.9584,0.97848,0.83182,0.52917,0.38583,0.9108,0.00130393,0.00130393,0.00130393
222,3113.05,0.47288,0.34619,0.9262,0.9618,0.9624,0.97643,0.82465,0.53644,0.36814,0.92294,0.00130228,0.00130228,0.00130228
223,3126.47,0.47557,0.34546,0.93351,0.97279,0.95624,0.97938,0.84031,0.53066,0.37375,0.92423,0.00130063,0.00130063,0.00130063
224,3143.47,0.48522,0.34743,0.94029,0.96913,0.95441,0.97665,0.8365,0.53831,0.38331,0.9454,0.00129898,0.00129898,0.00129898
225,3157.72,0.46683,0.33539,0.93171,0.96216,0.96223,0.97856,0.83616,0.53256,0.38757,0.95028,0.00129733,0.00129733,0.00129733
226,3172.58,0.46462,0.34469,0.93516,0.97735,0.94995,0.9794,0.84329,0.50389,0.37719,0.92581,0.00129568,0.00129568,0.00129568
227,3186.26,0.47259,0.34541,0.92869,0.9824,0.94195,0.97752,0.82865,0.54825,0.3879,0.95024,0.00129403,0.00129403,0.00129403
228,3199.71,0.49448,0.36024,0.94435,0.97433,0.94681,0.97676,0.81756,0.53999,0.38724,0.93662,0.00129238,0.00129238,0.00129238
229,3210.97,0.47394,0.35054,0.91979,0.96591,0.96253,0.97492,0.82856,0.5242,0.37475,0.93182,0.00129072,0.00129072,0.00129072
230,3221.69,0.46314,0.33749,0.92618,0.95419,0.96359,0.97575,0.83341,0.5203,0.3861,0.94119,0.00128907,0.00128907,0.00128907
231,3233,0.44812,0.32701,0.91021,0.96746,0.95022,0.97468,0.84454,0.52604,0.39569,0.92828,0.00128742,0.00128742,0.00128742
232,3243.83,0.46329,0.33853,0.92587,0.95351,0.95856,0.97363,0.83326,0.52222,0.37602,0.94065,0.00128577,0.00128577,0.00128577
233,3256.79,0.47277,0.34834,0.92262,0.97445,0.95901,0.97918,0.83821,0.51968,0.36077,0.93712,0.00128412,0.00128412,0.00128412
234,3268.81,0.46381,0.34206,0.93007,0.96507,0.96296,0.98125,0.84014,0.52636,0.37679,0.92084,0.00128247,0.00128247,0.00128247
235,3280.13,0.4744,0.34517,0.92576,0.9709,0.96581,0.98259,0.83597,0.54022,0.36154,0.93112,0.00128082,0.00128082,0.00128082
236,3291.47,0.45795,0.33549,0.91889,0.9497,0.95952,0.9755,0.82767,0.53425,0.37237,0.92676,0.00127917,0.00127917,0.00127917
237,3302.57,0.46532,0.34252,0.92345,0.96726,0.94681,0.97754,0.83392,0.52991,0.38918,0.93505,0.00127752,0.00127752,0.00127752
238,3313.91,0.47025,0.33923,0.92642,0.96218,0.94065,0.97118,0.8334,0.54131,0.40029,0.98811,0.00127587,0.00127587,0.00127587
239,3325.12,0.46095,0.33311,0.91096,0.97749,0.94787,0.97241,0.84057,0.51956,0.37196,0.92489,0.00127422,0.00127422,0.00127422
240,3335.87,0.45005,0.34007,0.91312,0.96619,0.95273,0.97758,0.83486,0.53301,0.35664,0.92712,0.00127257,0.00127257,0.00127257
241,3347.55,0.46616,0.33207,0.91987,0.97594,0.9459,0.97594,0.83217,0.52227,0.37267,0.92824,0.00127092,0.00127092,0.00127092
242,3358.9,0.47336,0.34114,0.92126,0.9768,0.95108,0.97696,0.84303,0.52253,0.36598,0.93923,0.00126927,0.00126927,0.00126927
243,3370.68,0.45653,0.33685,0.91925,0.97496,0.96016,0.97941,0.84219,0.51472,0.3677,0.91683,0.00126762,0.00126762,0.00126762
244,3384.61,0.46909,0.34305,0.92819,0.96315,0.96778,0.98186,0.83849,0.52959,0.35949,0.9117,0.00126597,0.00126597,0.00126597
245,3399.15,0.4813,0.34957,0.92767,0.97163,0.95616,0.97961,0.8366,0.54267,0.38797,0.96755,0.00126432,0.00126432,0.00126432
246,3413.06,0.47421,0.34234,0.93098,0.97679,0.95952,0.97773,0.83506,0.54289,0.3629,0.94979,0.00126267,0.00126267,0.00126267
247,3427.39,0.46107,0.33754,0.91566,0.97281,0.96253,0.97786,0.83843,0.54849,0.36932,0.99307,0.00126102,0.00126102,0.00126102
248,3441.76,0.46342,0.33374,0.93396,0.96386,0.96069,0.97703,0.84028,0.53388,0.38499,0.95653,0.00125937,0.00125937,0.00125937
249,3452.66,0.46537,0.34061,0.92235,0.96467,0.96697,0.97906,0.84271,0.51713,0.37985,0.91536,0.00125772,0.00125772,0.00125772
250,3463.38,0.46783,0.34899,0.93404,0.97013,0.96643,0.97961,0.83727,0.5278,0.36622,0.92856,0.00125607,0.00125607,0.00125607
251,3478.8,0.46859,0.34547,0.9245,0.96659,0.96251,0.97868,0.83974,0.53314,0.36535,0.93941,0.00125442,0.00125442,0.00125442
252,3490.63,0.4738,0.34105,0.92069,0.97494,0.95917,0.97929,0.83674,0.53226,0.37127,0.91585,0.00125277,0.00125277,0.00125277
253,3503.93,0.46643,0.33655,0.9195,0.96479,0.9531,0.97553,0.82993,0.54272,0.3972,0.93982,0.00125112,0.00125112,0.00125112
254,3516.9,0.4637,0.33598,0.91923,0.96538,0.95254,0.97718,0.83637,0.52204,0.37068,0.91901,0.00124947,0.00124947,0.00124947
255,3530.01,0.4661,0.3275,0.91086,0.98329,0.95008,0.97955,0.83753,0.52978,0.35661,0.92551,0.00124782,0.00124782,0.00124782
256,3541.74,0.44181,0.33339,0.91561,0.97438,0.94816,0.97336,0.83551,0.53064,0.39259,0.93064,0.00124617,0.00124617,0.00124617
257,3555.61,0.46796,0.34707,0.93024,0.97354,0.94995,0.97869,0.83614,0.52766,0.3741,0.94485,0.00124452,0.00124452,0.00124452
258,3566.43,0.46064,0.3394,0.92706,0.98428,0.94065,0.97667,0.8349,0.51778,0.3517,0.92294,0.00124287,0.00124287,0.00124287
259,3576.89,0.4561,0.32197,0.91059,0.95274,0.9624,0.97809,0.82821,0.51475,0.36686,0.9267,0.00124121,0.00124121,0.00124121
260,3587.73,0.45197,0.33111,0.91753,0.953,0.9698,0.97863,0.83393,0.51219,0.35779,0.92418,0.00123956,0.00123956,0.00123956
261,3600.31,0.45471,0.33327,0.91776,0.9658,0.96106,0.97854,0.84429,0.50778,0.34882,0.92897,0.00123791,0.00123791,0.00123791
262,3613.24,0.4459,0.32734,0.90369,0.9839,0.9606,0.9808,0.83523,0.51482,0.33989,0.92595,0.00123626,0.00123626,0.00123626
263,3625.83,0.44192,0.32294,0.89243,0.97727,0.96202,0.9817,0.83208,0.53878,0.37334,0.94366,0.00123461,0.00123461,0.00123461
264,3639.34,0.45973,0.33113,0.92251,0.97246,0.95355,0.97371,0.83912,0.52032,0.36502,0.93742,0.00123296,0.00123296,0.00123296
265,3653.05,0.44909,0.31891,0.9051,0.97729,0.94683,0.9787,0.84504,0.50787,0.36738,0.9208,0.00123131,0.00123131,0.00123131
266,3665.05,0.44174,0.32792,0.91151,0.97432,0.94749,0.97732,0.8418,0.50477,0.39615,0.91437,0.00122966,0.00122966,0.00122966
267,3678.88,0.44791,0.33279,0.92825,0.97558,0.95008,0.97389,0.84013,0.50585,0.41815,0.91824,0.00122801,0.00122801,0.00122801
268,3692.2,0.43896,0.32621,0.90709,0.97378,0.96218,0.97452,0.82551,0.51269,0.36637,0.92864,0.00122636,0.00122636,0.00122636
269,3704.44,0.45184,0.33078,0.91571,0.97596,0.96442,0.97852,0.84293,0.51129,0.37256,0.92343,0.00122471,0.00122471,0.00122471
270,3716.13,0.45455,0.33229,0.91937,0.9801,0.95611,0.97808,0.84418,0.49919,0.36548,0.9097,0.00122306,0.00122306,0.00122306
271,3730.15,0.45804,0.33313,0.90793,0.97037,0.95176,0.97621,0.84007,0.51935,0.36643,0.93406,0.00122141,0.00122141,0.00122141
272,3744.94,0.45835,0.33559,0.92439,0.97323,0.95816,0.97783,0.83582,0.51102,0.37455,0.92947,0.00121976,0.00121976,0.00121976
273,3756.89,0.45662,0.3339,0.9153,0.98327,0.94982,0.97832,0.84795,0.5029,0.34437,0.91669,0.00121811,0.00121811,0.00121811
274,3773.57,0.43563,0.32158,0.91297,0.9777,0.96252,0.9785,0.84139,0.49957,0.35141,0.90877,0.00121646,0.00121646,0.00121646
275,3785.16,0.43412,0.32534,0.914,0.98293,0.95008,0.97345,0.84912,0.51256,0.37504,0.95436,0.00121481,0.00121481,0.00121481
276,3801.74,0.43619,0.32708,0.91507,0.97172,0.96534,0.97959,0.83787,0.52314,0.3557,0.96057,0.00121316,0.00121316,0.00121316
277,3813.94,0.45319,0.32185,0.92011,0.95928,0.9661,0.9773,0.83398,0.52416,0.37888,0.92538,0.00121151,0.00121151,0.00121151
278,3825.98,0.46237,0.32759,0.92139,0.96613,0.96165,0.98039,0.84029,0.52535,0.37009,0.92232,0.00120986,0.00120986,0.00120986
279,3837.76,0.44797,0.33559,0.91259,0.97514,0.94694,0.98165,0.84745,0.50505,0.37504,0.90772,0.00120821,0.00120821,0.00120821
280,3850.55,0.4407,0.32325,0.91145,0.95696,0.96178,0.97848,0.84012,0.51203,0.35407,0.92167,0.00120656,0.00120656,0.00120656
281,3862.24,0.44583,0.31828,0.91172,0.97617,0.95022,0.97945,0.84575,0.5223,0.36493,0.92703,0.00120491,0.00120491,0.00120491
282,3872.61,0.43604,0.31317,0.91564,0.98075,0.95323,0.98173,0.84714,0.51282,0.35301,0.91507,0.00120326,0.00120326,0.00120326
283,3885.29,0.43727,0.31689,0.90613,0.96803,0.96387,0.97514,0.84374,0.50343,0.36891,0.91069,0.00120161,0.00120161,0.00120161
284,3898.16,0.44538,0.32561,0.90897,0.96922,0.95611,0.97362,0.83668,0.49669,0.35951,0.90405,0.00119996,0.00119996,0.00119996
285,3909.85,0.43303,0.31875,0.91367,0.98223,0.95563,0.97905,0.83836,0.50079,0.33936,0.8993,0.00119831,0.00119831,0.00119831
286,3923.16,0.45493,0.32927,0.916,0.97914,0.96253,0.97873,0.84079,0.51479,0.34532,0.91615,0.00119666,0.00119666,0.00119666
287,3936.19,0.45412,0.32657,0.92317,0.95521,0.96117,0.97658,0.83621,0.50571,0.35809,0.91589,0.00119501,0.00119501,0.00119501
288,3949.86,0.44784,0.32747,0.91522,0.97035,0.96652,0.97752,0.8344,0.52034,0.34133,0.94619,0.00119336,0.00119336,0.00119336
289,3966.85,0.44657,0.32893,0.90949,0.97761,0.95512,0.97603,0.84076,0.50845,0.36032,0.93538,0.0011917,0.0011917,0.0011917
290,3982.85,0.4585,0.32929,0.90861,0.97991,0.95798,0.98158,0.84305,0.50911,0.34031,0.91529,0.00119005,0.00119005,0.00119005
291,4000.62,0.43602,0.3225,0.90562,0.97475,0.95349,0.98159,0.83999,0.50459,0.36739,0.90917,0.0011884,0.0011884,0.0011884
292,4016.36,0.44254,0.3186,0.91818,0.98053,0.93975,0.97703,0.83725,0.50452,0.3857,0.89837,0.00118675,0.00118675,0.00118675
293,4033.44,0.43794,0.31103,0.90701,0.97155,0.95323,0.9765,0.82969,0.52526,0.36997,0.94731,0.0011851,0.0011851,0.0011851
294,4050.93,0.45251,0.32259,0.91987,0.95475,0.95863,0.97767,0.83413,0.50957,0.37841,0.92656,0.00118345,0.00118345,0.00118345
295,4066.69,0.43797,0.31919,0.90735,0.96695,0.94977,0.98062,0.82624,0.52635,0.37606,0.91962,0.0011818,0.0011818,0.0011818
296,4085.56,0.42865,0.30933,0.90464,0.95965,0.95487,0.98016,0.84359,0.51493,0.35097,0.93622,0.00118015,0.00118015,0.00118015
297,4097.35,0.44312,0.31861,0.91893,0.97285,0.9531,0.97663,0.83447,0.51868,0.37265,0.91424,0.0011785,0.0011785,0.0011785
298,4108.72,0.44138,0.31549,0.90037,0.96221,0.95161,0.97678,0.84198,0.50851,0.36807,0.91507,0.00117685,0.00117685,0.00117685
299,4122.57,0.42192,0.32283,0.90145,0.97202,0.95498,0.97555,0.83533,0.49363,0.35541,0.91455,0.0011752,0.0011752,0.0011752
300,4139.52,0.42871,0.31216,0.90507,0.96303,0.9514,0.97611,0.83512,0.49628,0.34696,0.91963,0.00117355,0.00117355,0.00117355
301,4155.8,0.43919,0.31785,0.91361,0.96502,0.9446,0.97349,0.83698,0.50609,0.37867,0.93497,0.0011719,0.0011719,0.0011719
302,4168.17,0.4286,0.31787,0.91171,0.97692,0.94302,0.97859,0.84679,0.49108,0.35371,0.9236,0.00117025,0.00117025,0.00117025
303,4183.83,0.42982,0.31429,0.92018,0.97945,0.95567,0.9827,0.84641,0.51441,0.36343,0.92197,0.0011686,0.0011686,0.0011686
304,4197.16,0.43995,0.31575,0.90795,0.98123,0.96567,0.98378,0.84833,0.50159,0.34484,0.91982,0.00116695,0.00116695,0.00116695
305,4211.29,0.42768,0.30945,0.89803,0.97561,0.96567,0.9821,0.85221,0.4939,0.3294,0.91146,0.0011653,0.0011653,0.0011653
306,4233.07,0.42599,0.31106,0.90366,0.97442,0.94995,0.98139,0.84574,0.50757,0.33623,0.93558,0.00116365,0.00116365,0.00116365
307,4246.9,0.43008,0.32491,0.9115,0.96138,0.9624,0.98104,0.85031,0.51295,0.36571,0.95309,0.001162,0.001162,0.001162
308,4262.14,0.43003,0.31445,0.91779,0.97572,0.95355,0.98227,0.83982,0.51103,0.34038,0.91515,0.00116035,0.00116035,0.00116035
309,4276.12,0.434,0.32347,0.91327,0.96835,0.96573,0.98345,0.84697,0.51044,0.35061,0.91851,0.0011587,0.0011587,0.0011587
310,4290.23,0.43967,0.32126,0.92405,0.97593,0.94863,0.98004,0.84353,0.49696,0.3607,0.90192,0.00115705,0.00115705,0.00115705
311,4303.1,0.44133,0.31975,0.91907,0.97648,0.96195,0.98131,0.85124,0.49495,0.3433,0.8986,0.0011554,0.0011554,0.0011554
312,4316.13,0.42742,0.30672,0.90944,0.97373,0.94519,0.98018,0.84332,0.50381,0.38432,0.92443,0.00115375,0.00115375,0.00115375
313,4331.16,0.43682,0.3154,0.91096,0.96068,0.96855,0.98077,0.84631,0.5056,0.35477,0.91781,0.0011521,0.0011521,0.0011521
314,4346.25,0.42957,0.30678,0.89528,0.96478,0.95045,0.97917,0.84857,0.50624,0.34839,0.91991,0.00115045,0.00115045,0.00115045
315,4361.57,0.42618,0.31699,0.88842,0.96749,0.95624,0.97933,0.84367,0.53839,0.36927,0.99361,0.0011488,0.0011488,0.0011488
316,4376.65,0.43287,0.31169,0.89393,0.94594,0.97183,0.98166,0.8507,0.50285,0.33994,0.93456,0.00114715,0.00114715,0.00114715
317,4392.02,0.42991,0.31076,0.9027,0.9719,0.95637,0.98181,0.84728,0.51376,0.34352,0.89627,0.0011455,0.0011455,0.0011455
318,4409.85,0.42867,0.31224,0.90736,0.9705,0.95504,0.97823,0.83825,0.49887,0.35545,0.8947,0.00114385,0.00114385,0.00114385
319,4426.89,0.44389,0.32558,0.92025,0.97278,0.95211,0.98103,0.84837,0.49588,0.34871,0.89597,0.0011422,0.0011422,0.0011422
320,4445.95,0.42901,0.31594,0.90343,0.97718,0.95208,0.98229,0.85378,0.49606,0.33687,0.90306,0.00114054,0.00114054,0.00114054
321,4471.14,0.41514,0.30469,0.89044,0.98254,0.95079,0.97786,0.84121,0.49583,0.3564,0.8968,0.00113889,0.00113889,0.00113889
322,4487.13,0.43377,0.30276,0.91249,0.96759,0.95673,0.98064,0.84362,0.49542,0.34659,0.91247,0.00113724,0.00113724,0.00113724
323,4502.06,0.41818,0.30787,0.90864,0.97543,0.95289,0.97698,0.8433,0.49452,0.35064,0.90361,0.00113559,0.00113559,0.00113559
324,4517.42,0.42926,0.31813,0.9089,0.96599,0.96142,0.97664,0.84636,0.50105,0.38345,0.9016,0.00113394,0.00113394,0.00113394
325,4533.14,0.42787,0.3151,0.90401,0.97104,0.96567,0.98091,0.84297,0.52104,0.35532,0.91367,0.00113229,0.00113229,0.00113229
326,4549.08,0.41591,0.31115,0.90103,0.96867,0.96507,0.97705,0.83971,0.50269,0.37986,0.89798,0.00113064,0.00113064,0.00113064
327,4566.36,0.42769,0.30982,0.91659,0.97233,0.95537,0.97971,0.84263,0.51007,0.38612,0.91664,0.00112899,0.00112899,0.00112899
328,4584.86,0.42084,0.30911,0.89589,0.97257,0.95624,0.97839,0.84476,0.49445,0.35544,0.91647,0.00112734,0.00112734,0.00112734
329,4599.04,0.4146,0.30358,0.89582,0.98423,0.94681,0.98147,0.85833,0.46872,0.34288,0.8952,0.00112569,0.00112569,0.00112569
330,4624.16,0.41837,0.31364,0.90405,0.98225,0.9531,0.98175,0.8431,0.51062,0.33218,0.9278,0.00112404,0.00112404,0.00112404
331,4641.19,0.41601,0.31067,0.89043,0.97331,0.96253,0.98006,0.83884,0.51138,0.32875,0.93784,0.00112239,0.00112239,0.00112239
332,4655.35,0.41519,0.30237,0.88877,0.96671,0.96567,0.98197,0.84701,0.49727,0.34469,0.89761,0.00112074,0.00112074,0.00112074
333,4666.42,0.41451,0.3022,0.89774,0.96695,0.95827,0.98096,0.8525,0.49584,0.35559,0.90123,0.00111909,0.00111909,0.00111909
334,4679.85,0.41782,0.30704,0.89988,0.97052,0.96314,0.98019,0.85216,0.5046,0.36058,0.9052,0.00111744,0.00111744,0.00111744
335,4691.72,0.40938,0.30045,0.89504,0.96791,0.96551,0.98083,0.84953,0.49314,0.36394,0.90619,0.00111579,0.00111579,0.00111579
336,4702.2,0.40242,0.29117,0.89902,0.97363,0.95444,0.97727,0.85009,0.48932,0.37578,0.90628,0.00111414,0.00111414,0.00111414
337,4712.67,0.41627,0.31243,0.89582,0.98428,0.94379,0.97666,0.84596,0.48764,0.35453,0.89459,0.00111249,0.00111249,0.00111249
338,4726.43,0.42251,0.30714,0.90153,0.97117,0.94945,0.97594,0.84992,0.48986,0.36529,0.90175,0.00111084,0.00111084,0.00111084
339,4739.75,0.43,0.31781,0.90823,0.97366,0.95343,0.97523,0.85244,0.4998,0.34205,0.90725,0.00110919,0.00110919,0.00110919
340,4752.6,0.41201,0.30468,0.89212,0.98049,0.95925,0.97789,0.8507,0.49906,0.34858,0.90925,0.00110754,0.00110754,0.00110754
341,4765.03,0.41553,0.29618,0.90368,0.96617,0.96082,0.97816,0.851,0.50466,0.34201,0.91763,0.00110589,0.00110589,0.00110589
342,4777.85,0.41497,0.30286,0.90351,0.96907,0.97183,0.9798,0.85312,0.49476,0.3399,0.88669,0.00110424,0.00110424,0.00110424
343,4790.22,0.41575,0.30028,0.88823,0.98012,0.95177,0.98195,0.85718,0.47754,0.33085,0.87918,0.00110259,0.00110259,0.00110259
344,4802.79,0.40752,0.29814,0.89856,0.97072,0.95734,0.97742,0.85117,0.47995,0.33754,0.87488,0.00110094,0.00110094,0.00110094
345,4815.06,0.42002,0.30324,0.89171,0.97248,0.95848,0.97821,0.84857,0.49156,0.35295,0.88179,0.00109929,0.00109929,0.00109929
346,4825.59,0.40352,0.30145,0.89088,0.95647,0.96775,0.97835,0.84523,0.49475,0.36692,0.90596,0.00109764,0.00109764,0.00109764
347,4835.95,0.40713,0.30335,0.89705,0.97676,0.94935,0.9805,0.85614,0.47813,0.36706,0.8855,0.00109599,0.00109599,0.00109599
348,4846.28,0.41773,0.32104,0.90387,0.97057,0.96149,0.98183,0.85032,0.50319,0.33282,0.93986,0.00109434,0.00109434,0.00109434
349,4856.74,0.40207,0.29878,0.89039,0.96912,0.9562,0.979,0.83862,0.51668,0.34984,0.93354,0.00109269,0.00109269,0.00109269
350,4870.18,0.407,0.29501,0.88839,0.96001,0.9643,0.97968,0.84361,0.49535,0.33182,0.90523,0.00109103,0.00109103,0.00109103
351,4882.86,0.40259,0.29102,0.89381,0.97771,0.95549,0.97832,0.85075,0.48236,0.33199,0.88732,0.00108938,0.00108938,0.00108938
352,4896.25,0.40673,0.29746,0.89499,0.97174,0.94831,0.97543,0.84253,0.48702,0.36476,0.8811,0.00108773,0.00108773,0.00108773
353,4909.94,0.41761,0.2984,0.88998,0.97621,0.94681,0.97729,0.84097,0.48562,0.35157,0.88135,0.00108608,0.00108608,0.00108608
354,4922.89,0.41096,0.30081,0.89308,0.9681,0.95579,0.97837,0.84993,0.48158,0.33525,0.88806,0.00108443,0.00108443,0.00108443
355,4934.87,0.41871,0.30332,0.8962,0.9752,0.95956,0.97981,0.85367,0.48156,0.31699,0.90296,0.00108278,0.00108278,0.00108278
356,4949.4,0.40971,0.2935,0.89669,0.98355,0.95488,0.97908,0.84928,0.49556,0.31538,0.90956,0.00108113,0.00108113,0.00108113
357,4966.32,0.4078,0.29724,0.89691,0.97198,0.95938,0.982,0.83857,0.49734,0.32449,0.91056,0.00107948,0.00107948,0.00107948
358,4979.9,0.41027,0.29454,0.90372,0.97659,0.9543,0.98184,0.83846,0.491,0.33523,0.89749,0.00107783,0.00107783,0.00107783
359,4990.42,0.41192,0.30136,0.89239,0.97857,0.96869,0.98283,0.85036,0.48698,0.33614,0.89743,0.00107618,0.00107618,0.00107618
360,5000.84,0.39332,0.29526,0.88733,0.97042,0.9624,0.98075,0.8432,0.47996,0.34244,0.88287,0.00107453,0.00107453,0.00107453
361,5011.31,0.40318,0.30833,0.89705,0.98115,0.94995,0.98121,0.8516,0.482,0.34636,0.88147,0.00107288,0.00107288,0.00107288
362,5025.29,0.40894,0.29938,0.89959,0.97744,0.96442,0.98001,0.85002,0.50074,0.34061,0.9122,0.00107123,0.00107123,0.00107123
363,5041.74,0.41597,0.30273,0.89576,0.96412,0.95241,0.9804,0.8453,0.4961,0.33701,0.9041,0.00106958,0.00106958,0.00106958
364,5056.95,0.40642,0.2934,0.8896,0.97854,0.94109,0.97865,0.84762,0.48406,0.36503,0.89948,0.00106793,0.00106793,0.00106793
365,5069.59,0.40804,0.29427,0.89919,0.97676,0.95206,0.97721,0.8537,0.4976,0.36157,0.91422,0.00106628,0.00106628,0.00106628
366,5082.37,0.40445,0.29044,0.88782,0.97882,0.95147,0.97771,0.84838,0.49785,0.37262,0.90221,0.00106463,0.00106463,0.00106463
