epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,1389.77,0.4814,0.34901,0.89713,0.95906,0.95235,0.96979,0.81739,0.53319,0.36792,0.89508,0.00106463,0.00106463,0.00106463
367,1393.41,0.48806,0.35278,0.90787,0.95952,0.96107,0.97235,0.82492,0.53974,0.36609,0.91303,0.00106298,0.00106298,0.00106298
368,1397.47,0.49194,0.35852,0.91851,0.95736,0.95912,0.97434,0.82014,0.53717,0.36991,0.90425,0.00106133,0.00106133,0.00106133
369,1401.13,0.49308,0.34867,0.90658,0.9578,0.96094,0.97494,0.81458,0.54324,0.37341,0.8971,0.00105968,0.00105968,0.00105968
370,1404.81,0.47975,0.34503,0.90646,0.97353,0.94925,0.97544,0.82053,0.52886,0.36704,0.88776,0.00105803,0.00105803,0.00105803
371,1408.55,0.48859,0.35622,0.90472,0.9472,0.96226,0.971,0.82272,0.53059,0.36997,0.89816,0.00105638,0.00105638,0.00105638
372,1412.46,0.49095,0.36217,0.91225,0.96434,0.9434,0.9741,0.82825,0.52777,0.3784,0.8933,0.00105473,0.00105473,0.00105473
373,1416.27,0.48397,0.34957,0.91168,0.96358,0.94667,0.97464,0.81747,0.53841,0.36796,0.89334,0.00105308,0.00105308,0.00105308
374,1419.95,0.50291,0.36754,0.91679,0.97014,0.93145,0.97164,0.81431,0.54355,0.36606,0.90475,0.00105143,0.00105143,0.00105143
375,1423.57,0.48034,0.34653,0.90344,0.95448,0.94038,0.96959,0.81347,0.53765,0.36868,0.89701,0.00104978,0.00104978,0.00104978
376,1427.2,0.48212,0.35472,0.90288,0.95147,0.94969,0.97122,0.81393,0.53035,0.36981,0.90036,0.00104813,0.00104813,0.00104813
377,1430.8,0.48199,0.35038,0.9063,0.94663,0.95912,0.97512,0.82384,0.51794,0.35472,0.89203,0.00104648,0.00104648,0.00104648
378,1434.44,0.48528,0.35098,0.89666,0.95941,0.94969,0.9763,0.82626,0.53289,0.35157,0.89534,0.00104483,0.00104483,0.00104483
379,1438.52,0.48135,0.35278,0.91594,0.96256,0.9598,0.97613,0.824,0.53812,0.36539,0.89673,0.00104318,0.00104318,0.00104318
380,1442.15,0.48684,0.35266,0.91245,0.95393,0.96056,0.97298,0.81607,0.54435,0.39045,0.9002,0.00104152,0.00104152,0.00104152
381,1445.9,0.47925,0.34674,0.90181,0.95085,0.96223,0.97614,0.81645,0.54205,0.39164,0.90424,0.00103987,0.00103987,0.00103987
382,1449.57,0.48787,0.35193,0.90867,0.95181,0.96422,0.97629,0.81999,0.53753,0.37148,0.89576,0.00103822,0.00103822,0.00103822
383,1453.7,0.47977,0.35578,0.89288,0.97791,0.94733,0.9767,0.81737,0.53256,0.36571,0.89263,0.00103657,0.00103657,0.00103657
384,1457.39,0.48134,0.35544,0.90845,0.97447,0.94982,0.97642,0.8207,0.53679,0.36551,0.89467,0.00103492,0.00103492,0.00103492
385,1461.1,0.49228,0.35503,0.91246,0.9599,0.95584,0.97381,0.82335,0.53278,0.38282,0.89167,0.00103327,0.00103327,0.00103327
386,1464.74,0.48936,0.34627,0.89597,0.963,0.96316,0.97637,0.82197,0.53012,0.37629,0.88869,0.00103162,0.00103162,0.00103162
387,1468.72,0.48891,0.35737,0.89959,0.96219,0.95983,0.97777,0.81992,0.53698,0.37779,0.89493,0.00102997,0.00102997,0.00102997
388,1472.39,0.47497,0.34191,0.89079,0.96298,0.96269,0.98009,0.81838,0.52731,0.37372,0.89043,0.00102832,0.00102832,0.00102832
389,1476.06,0.48107,0.34491,0.91074,0.96036,0.95758,0.97591,0.82279,0.52549,0.3634,0.88938,0.00102667,0.00102667,0.00102667
390,1480.09,0.4861,0.34223,0.90291,0.96115,0.95546,0.97366,0.81931,0.52105,0.35593,0.88279,0.00102502,0.00102502,0.00102502
391,1484.24,0.46515,0.33492,0.89051,0.95992,0.95077,0.97544,0.82152,0.52432,0.37571,0.88667,0.00102337,0.00102337,0.00102337
392,1488,0.49458,0.34671,0.91348,0.95984,0.95597,0.97586,0.82004,0.52364,0.37556,0.88394,0.00102172,0.00102172,0.00102172
393,1491.64,0.46828,0.33883,0.89883,0.96083,0.95428,0.97989,0.81918,0.53591,0.36105,0.89217,0.00102007,0.00102007,0.00102007
394,1495.25,0.47465,0.34487,0.89867,0.95523,0.96226,0.9767,0.81904,0.53772,0.35779,0.89052,0.00101842,0.00101842,0.00101842
395,1498.88,0.46741,0.33753,0.89957,0.96877,0.95742,0.97824,0.81541,0.54391,0.36875,0.89586,0.00101677,0.00101677,0.00101677
396,1502.51,0.46467,0.33716,0.88839,0.96807,0.9553,0.97826,0.81853,0.53533,0.35871,0.88381,0.00101512,0.00101512,0.00101512
397,1506.3,0.46229,0.33423,0.89501,0.96054,0.96451,0.97859,0.82706,0.54246,0.349,0.90279,0.00101347,0.00101347,0.00101347
398,1510.12,0.48664,0.35349,0.91034,0.9572,0.96541,0.9775,0.82566,0.52929,0.35935,0.88658,0.00101182,0.00101182,0.00101182
399,1513.75,0.47666,0.36014,0.90823,0.95527,0.96855,0.97954,0.82175,0.52876,0.36591,0.88533,0.00101017,0.00101017,0.00101017
400,1517.4,0.47121,0.33951,0.88996,0.95757,0.96393,0.97981,0.82414,0.52392,0.35452,0.88209,0.00100852,0.00100852,0.00100852
401,1521.05,0.47883,0.3461,0.89677,0.96054,0.96723,0.97899,0.81598,0.53419,0.35287,0.88735,0.00100687,0.00100687,0.00100687
402,1524.96,0.47634,0.3372,0.89145,0.96557,0.95681,0.97768,0.82091,0.53192,0.349,0.88917,0.00100522,0.00100522,0.00100522
403,1528.72,0.47125,0.33691,0.89286,0.95807,0.95912,0.97818,0.82515,0.5276,0.35797,0.88935,0.00100357,0.00100357,0.00100357
404,1532.46,0.47196,0.33347,0.89852,0.9585,0.95611,0.97776,0.82812,0.52517,0.35522,0.88875,0.00100192,0.00100192,0.00100192
405,1536.44,0.47354,0.34363,0.89717,0.95768,0.96554,0.97998,0.82558,0.53432,0.36811,0.8948,0.00100027,0.00100027,0.00100027
406,1540.45,0.48058,0.34367,0.90994,0.96071,0.95283,0.97538,0.82593,0.52798,0.36425,0.89406,0.000998616,0.000998616,0.000998616
407,1544.09,0.48824,0.35322,0.91861,0.96223,0.95955,0.97949,0.81524,0.53292,0.35538,0.8909,0.000996966,0.000996966,0.000996966
408,1547.68,0.47353,0.34543,0.88962,0.96234,0.95283,0.97791,0.81473,0.5349,0.36288,0.89401,0.000995316,0.000995316,0.000995316
409,1551.38,0.47556,0.34235,0.89472,0.95673,0.96659,0.97943,0.81659,0.53669,0.35416,0.89328,0.000993665,0.000993665,0.000993665
410,1555.07,0.45906,0.33042,0.89451,0.96482,0.96139,0.97787,0.82493,0.52279,0.351,0.89181,0.000992015,0.000992015,0.000992015
411,1558.89,0.45968,0.3381,0.90059,0.96284,0.96614,0.97742,0.82081,0.52382,0.34412,0.89618,0.000990365,0.000990365,0.000990365
412,1562.57,0.47088,0.35005,0.89054,0.95599,0.9624,0.97257,0.81517,0.53127,0.35822,0.90048,0.000988714,0.000988714,0.000988714
413,1566.58,0.45967,0.34054,0.89052,0.95145,0.9624,0.97191,0.81121,0.52895,0.36623,0.89816,0.000987064,0.000987064,0.000987064
414,1570.39,0.48128,0.34902,0.89938,0.95561,0.9717,0.97832,0.81427,0.53141,0.36046,0.90193,0.000985414,0.000985414,0.000985414
415,1574.07,0.46574,0.33174,0.8929,0.95732,0.95361,0.97418,0.82798,0.52134,0.35959,0.89058,0.000983763,0.000983763,0.000983763
416,1577.75,0.46006,0.33636,0.89665,0.9639,0.95573,0.974,0.82434,0.52189,0.36158,0.88985,0.000982113,0.000982113,0.000982113
417,1581.65,0.47283,0.33881,0.90061,0.96732,0.94715,0.97523,0.82746,0.52554,0.36172,0.88989,0.000980463,0.000980463,0.000980463
418,1585.33,0.46359,0.33655,0.89695,0.96102,0.94773,0.9727,0.81774,0.53373,0.37226,0.89085,0.000978812,0.000978812,0.000978812
419,1589.05,0.46835,0.35166,0.90282,0.96587,0.96226,0.97264,0.81399,0.53833,0.36516,0.89039,0.000977162,0.000977162,0.000977162
420,1592.81,0.46218,0.33273,0.89427,0.96122,0.96512,0.97708,0.82097,0.52903,0.35471,0.88324,0.000975512,0.000975512,0.000975512
421,1597.35,0.46942,0.33817,0.89847,0.96321,0.95912,0.97789,0.82478,0.52808,0.35969,0.8891,0.000973861,0.000973861,0.000973861
422,1601,0.48887,0.35163,0.91325,0.95576,0.95373,0.9732,0.81352,0.53064,0.36075,0.89529,0.000972211,0.000972211,0.000972211
423,1604.73,0.47636,0.34429,0.90301,0.96358,0.95494,0.9746,0.81939,0.53197,0.34767,0.89316,0.000970561,0.000970561,0.000970561
424,1608.41,0.47386,0.34383,0.8952,0.96268,0.95912,0.97343,0.81474,0.533,0.35073,0.89388,0.00096891,0.00096891,0.00096891
425,1612.45,0.45815,0.34146,0.89711,0.95638,0.95736,0.97063,0.8124,0.52847,0.36299,0.89433,0.00096726,0.00096726,0.00096726
426,1616.17,0.46762,0.33266,0.89697,0.95198,0.962,0.97512,0.82625,0.52518,0.35306,0.8902,0.00096561,0.00096561,0.00096561
427,1619.77,0.46859,0.33955,0.89709,0.95133,0.96496,0.97426,0.82256,0.52598,0.3558,0.89241,0.000963959,0.000963959,0.000963959
428,1623.42,0.46144,0.34145,0.90103,0.97279,0.9434,0.97696,0.82541,0.52296,0.35659,0.89442,0.000962309,0.000962309,0.000962309
429,1627.27,0.48331,0.34494,0.90548,0.96922,0.94654,0.97856,0.82211,0.52686,0.35097,0.89844,0.000960659,0.000960659,0.000960659
430,1630.89,0.46801,0.33575,0.88727,0.96836,0.9587,0.97967,0.82112,0.52589,0.34612,0.88266,0.000959008,0.000959008,0.000959008
431,1634.48,0.4628,0.32917,0.89518,0.966,0.95169,0.9804,0.82516,0.52463,0.35026,0.88594,0.000957358,0.000957358,0.000957358
432,1638.12,0.46546,0.33415,0.88591,0.97357,0.95832,0.98073,0.82366,0.53251,0.34938,0.89059,0.000955708,0.000955708,0.000955708
433,1641.75,0.46274,0.33872,0.89672,0.96818,0.96508,0.98086,0.82642,0.51993,0.35063,0.88724,0.000954057,0.000954057,0.000954057
434,1645.49,0.47044,0.34257,0.90141,0.96551,0.96226,0.98092,0.82899,0.52523,0.35514,0.88406,0.000952407,0.000952407,0.000952407
435,1649.59,0.45941,0.32355,0.89012,0.96969,0.96226,0.97954,0.83335,0.51999,0.34984,0.8819,0.000950757,0.000950757,0.000950757
436,1654.14,0.47135,0.33874,0.89168,0.96587,0.96446,0.98027,0.83347,0.51101,0.34842,0.88188,0.000949106,0.000949106,0.000949106
437,1658.88,0.46566,0.33165,0.90201,0.96119,0.96222,0.97989,0.82807,0.51852,0.35061,0.88393,0.000947456,0.000947456,0.000947456
438,1662.55,0.46256,0.3355,0.89176,0.96426,0.96737,0.97897,0.82135,0.53022,0.35578,0.88607,0.000945806,0.000945806,0.000945806
439,1666.17,0.45668,0.33295,0.88825,0.9737,0.95581,0.98192,0.82614,0.52026,0.34469,0.88463,0.000944155,0.000944155,0.000944155
440,1669.8,0.47281,0.33216,0.89587,0.9559,0.96226,0.97749,0.82549,0.51041,0.34845,0.8827,0.000942505,0.000942505,0.000942505
441,1673.78,0.46779,0.33535,0.89763,0.96533,0.9584,0.97696,0.81778,0.51532,0.34732,0.88005,0.000940855,0.000940855,0.000940855
442,1677.34,0.45212,0.33464,0.88904,0.97176,0.95922,0.97878,0.82215,0.51606,0.33859,0.87888,0.000939204,0.000939204,0.000939204
443,1681,0.46371,0.333,0.89602,0.97547,0.95611,0.97948,0.8198,0.52028,0.33601,0.8822,0.000937554,0.000937554,0.000937554
444,1684.61,0.45422,0.32968,0.89188,0.96468,0.95283,0.97645,0.82161,0.52645,0.3436,0.89,0.000935904,0.000935904,0.000935904
445,1688.31,0.45878,0.32492,0.89011,0.97192,0.95124,0.97451,0.81539,0.52877,0.35576,0.89019,0.000934253,0.000934253,0.000934253
446,1691.9,0.45938,0.33306,0.88463,0.96556,0.95702,0.97713,0.82048,0.52196,0.35615,0.8865,0.000932603,0.000932603,0.000932603
447,1695.55,0.46831,0.33462,0.89778,0.96874,0.94969,0.97721,0.82851,0.51662,0.35079,0.88103,0.000930953,0.000930953,0.000930953
448,1699.49,0.46268,0.33342,0.88702,0.96441,0.95275,0.97792,0.83484,0.51132,0.35018,0.88464,0.000929302,0.000929302,0.000929302
449,1703.4,0.44988,0.32659,0.88727,0.95078,0.95912,0.97715,0.82347,0.5204,0.35833,0.88486,0.000927652,0.000927652,0.000927652
450,1707.03,0.47468,0.34063,0.89536,0.96497,0.94322,0.97381,0.82123,0.52416,0.35788,0.88561,0.000926002,0.000926002,0.000926002
451,1710.66,0.46424,0.33311,0.88803,0.96534,0.95115,0.97655,0.82817,0.52448,0.35624,0.88416,0.000924352,0.000924352,0.000924352
452,1715.02,0.47134,0.3312,0.89034,0.97147,0.95611,0.97587,0.8297,0.51921,0.34401,0.88168,0.000922701,0.000922701,0.000922701
453,1718.66,0.46582,0.33276,0.89677,0.96855,0.95828,0.97653,0.82435,0.51561,0.35186,0.88057,0.000921051,0.000921051,0.000921051
454,1722.3,0.4545,0.32441,0.89276,0.9729,0.94969,0.97567,0.82754,0.51435,0.3403,0.88316,0.000919401,0.000919401,0.000919401
455,1725.91,0.45901,0.32289,0.89159,0.97152,0.95228,0.9757,0.8341,0.5143,0.34529,0.88785,0.00091775,0.00091775,0.00091775
456,1729.58,0.4587,0.32961,0.88393,0.96395,0.96226,0.97543,0.82771,0.51478,0.34663,0.88297,0.0009161,0.0009161,0.0009161
457,1733.21,0.45378,0.32675,0.89176,0.95926,0.95645,0.96987,0.82393,0.51274,0.34671,0.87616,0.00091445,0.00091445,0.00091445
458,1736.89,0.45974,0.33297,0.89588,0.9558,0.96617,0.97397,0.82142,0.51605,0.34483,0.88704,0.000912799,0.000912799,0.000912799
459,1740.76,0.4541,0.32097,0.886,0.96445,0.95611,0.97543,0.82341,0.51641,0.34713,0.88572,0.000911149,0.000911149,0.000911149
460,1744.37,0.43993,0.32061,0.8851,0.97066,0.96186,0.97696,0.82564,0.51479,0.3449,0.87842,0.000909499,0.000909499,0.000909499
461,1748.28,0.45435,0.3255,0.88683,0.96428,0.95455,0.97123,0.82703,0.51328,0.35493,0.88069,0.000907848,0.000907848,0.000907848
462,1751.9,0.45528,0.32636,0.88806,0.96382,0.95467,0.97237,0.83215,0.50637,0.36178,0.87529,0.000906198,0.000906198,0.000906198
463,1755.79,0.45493,0.33129,0.89336,0.97062,0.95253,0.97433,0.82184,0.51702,0.34767,0.87647,0.000904548,0.000904548,0.000904548
464,1759.47,0.44117,0.31707,0.88065,0.9574,0.95667,0.97552,0.82365,0.51176,0.33532,0.87278,0.000902897,0.000902897,0.000902897
465,1763.17,0.45901,0.32834,0.89722,0.96285,0.96143,0.97977,0.82902,0.51496,0.32817,0.88265,0.000901247,0.000901247,0.000901247
466,1767.15,0.4542,0.32178,0.89031,0.96982,0.95822,0.97942,0.83159,0.50814,0.33326,0.88179,0.000899597,0.000899597,0.000899597
467,1770.98,0.44906,0.32158,0.88969,0.95976,0.96069,0.97551,0.82724,0.51482,0.3475,0.88649,0.000897946,0.000897946,0.000897946
468,1775.01,0.44676,0.32717,0.88912,0.95859,0.95685,0.97592,0.82491,0.52072,0.35498,0.88515,0.000896296,0.000896296,0.000896296
469,1778.7,0.44466,0.32696,0.87764,0.9591,0.96198,0.98039,0.82865,0.5219,0.34842,0.88175,0.000894646,0.000894646,0.000894646
470,1782.33,0.46838,0.328,0.88633,0.9631,0.96855,0.98125,0.82868,0.51946,0.34233,0.8784,0.000892995,0.000892995,0.000892995
471,1785.95,0.45709,0.32408,0.89557,0.96469,0.96382,0.98166,0.82972,0.51963,0.33441,0.88066,0.000891345,0.000891345,0.000891345
472,1789.59,0.45515,0.33021,0.89036,0.95665,0.96541,0.98213,0.83574,0.50881,0.34377,0.87772,0.000889695,0.000889695,0.000889695
473,1793.48,0.45114,0.32054,0.88432,0.95796,0.95948,0.97876,0.82726,0.51606,0.3493,0.87999,0.000888044,0.000888044,0.000888044
474,1797.16,0.4427,0.32732,0.89412,0.96315,0.95948,0.97886,0.8303,0.51009,0.34139,0.87676,0.000886394,0.000886394,0.000886394
475,1800.78,0.45222,0.32768,0.89087,0.965,0.96226,0.97969,0.83357,0.51346,0.33426,0.88264,0.000884744,0.000884744,0.000884744
476,1804.38,0.43995,0.32365,0.87949,0.96746,0.96435,0.97926,0.83918,0.50983,0.33651,0.88059,0.000883093,0.000883093,0.000883093
477,1808.47,0.44181,0.31432,0.88695,0.97075,0.96226,0.97902,0.83534,0.51638,0.3444,0.88514,0.000881443,0.000881443,0.000881443
478,1812.23,0.45505,0.32096,0.89002,0.96305,0.96226,0.97727,0.83214,0.51943,0.35584,0.88802,0.000879793,0.000879793,0.000879793
479,1815.85,0.4488,0.32608,0.88892,0.95922,0.95912,0.97482,0.8249,0.52363,0.3611,0.88748,0.000878142,0.000878142,0.000878142
480,1819.56,0.45145,0.32402,0.89278,0.97065,0.95891,0.97801,0.82979,0.53224,0.36646,0.88862,0.000876492,0.000876492,0.000876492
481,1823.26,0.4511,0.32562,0.89339,0.97308,0.95597,0.98025,0.83254,0.52487,0.34912,0.88629,0.000874842,0.000874842,0.000874842
482,1826.91,0.43618,0.31334,0.88297,0.96762,0.95093,0.97469,0.82678,0.5247,0.3536,0.88389,0.000873191,0.000873191,0.000873191
483,1830.52,0.44157,0.31773,0.88932,0.96947,0.95283,0.9756,0.82739,0.52213,0.35107,0.88238,0.000871541,0.000871541,0.000871541
484,1834.11,0.44739,0.32634,0.89475,0.97298,0.94553,0.97521,0.82777,0.52105,0.35114,0.88552,0.000869891,0.000869891,0.000869891
485,1837.96,0.44554,0.31728,0.89085,0.96127,0.95485,0.9763,0.83413,0.51468,0.35823,0.88284,0.00086824,0.00086824,0.00086824
486,1841.58,0.45662,0.32654,0.89006,0.96751,0.94865,0.9766,0.83225,0.51685,0.35558,0.88363,0.00086659,0.00086659,0.00086659
487,1845.18,0.45541,0.32346,0.88666,0.96797,0.95597,0.97908,0.82945,0.51464,0.34757,0.88235,0.00086494,0.00086494,0.00086494
488,1848.81,0.46109,0.33251,0.89425,0.95668,0.96671,0.97929,0.83117,0.51697,0.34325,0.88149,0.000863289,0.000863289,0.000863289
489,1852.77,0.44681,0.33107,0.89594,0.95548,0.96541,0.9798,0.83321,0.51521,0.33938,0.87728,0.000861639,0.000861639,0.000861639
490,1856.49,0.44772,0.32308,0.89506,0.96056,0.96541,0.98091,0.83774,0.50588,0.3311,0.87457,0.000859989,0.000859989,0.000859989
491,1860.29,0.44131,0.31824,0.88292,0.96691,0.96133,0.98144,0.83625,0.50375,0.32958,0.87512,0.000858338,0.000858338,0.000858338
492,1864.13,0.4386,0.32059,0.88302,0.96355,0.9717,0.97936,0.83116,0.50811,0.32979,0.88373,0.000856688,0.000856688,0.000856688
493,1867.8,0.43974,0.3106,0.88049,0.96402,0.96806,0.97951,0.83265,0.49999,0.33391,0.87319,0.000855038,0.000855038,0.000855038
494,1871.43,0.43908,0.31903,0.87931,0.96292,0.9717,0.9783,0.83331,0.50973,0.33021,0.87892,0.000853387,0.000853387,0.000853387
495,1875.14,0.44252,0.31439,0.88075,0.9672,0.96608,0.97763,0.8345,0.51416,0.33782,0.87712,0.000851737,0.000851737,0.000851737
496,1879.26,0.43452,0.31221,0.87019,0.9719,0.96176,0.97897,0.83241,0.51568,0.33805,0.88238,0.000850087,0.000850087,0.000850087
497,1882.96,0.45288,0.33356,0.89101,0.96917,0.95912,0.97843,0.82357,0.51375,0.33932,0.88216,0.000848436,0.000848436,0.000848436
498,1886.65,0.44197,0.32442,0.89198,0.96991,0.95912,0.9781,0.82246,0.51316,0.33475,0.87916,0.000846786,0.000846786,0.000846786
499,1890.25,0.44386,0.32297,0.88763,0.96869,0.96504,0.98083,0.82757,0.50943,0.33429,0.87618,0.000845136,0.000845136,0.000845136
500,1894.14,0.43926,0.32096,0.88227,0.97003,0.96093,0.97921,0.82333,0.50841,0.33968,0.87215,0.000843485,0.000843485,0.000843485
501,1897.72,0.43766,0.31076,0.88323,0.97003,0.95597,0.97659,0.828,0.50765,0.3529,0.87089,0.000841835,0.000841835,0.000841835
502,1901.41,0.44225,0.31437,0.88276,0.96403,0.96226,0.97796,0.82606,0.50728,0.34463,0.87667,0.000840185,0.000840185,0.000840185
503,1905.08,0.44384,0.31565,0.88286,0.96143,0.96226,0.98079,0.83038,0.50876,0.34043,0.87747,0.000838534,0.000838534,0.000838534
504,1908.75,0.43955,0.31989,0.87819,0.95403,0.96855,0.98177,0.83295,0.51244,0.33922,0.88184,0.000836884,0.000836884,0.000836884
505,1912.4,0.44323,0.314,0.87526,0.97522,0.95296,0.98095,0.83554,0.50857,0.33864,0.88315,0.000835234,0.000835234,0.000835234
506,1916.03,0.42753,0.31629,0.88405,0.96288,0.96682,0.98098,0.83584,0.50392,0.33562,0.87292,0.000833583,0.000833583,0.000833583
507,1919.85,0.43589,0.32305,0.88601,0.96503,0.96502,0.97993,0.83382,0.50582,0.33264,0.87528,0.000831933,0.000831933,0.000831933
508,1923.48,0.44776,0.32424,0.88148,0.95873,0.96408,0.97731,0.83185,0.50553,0.3364,0.87559,0.000830283,0.000830283,0.000830283
509,1927.37,0.43552,0.32075,0.87838,0.95105,0.96486,0.97797,0.82768,0.50687,0.34337,0.87259,0.000828632,0.000828632,0.000828632
510,1930.99,0.44899,0.31547,0.87796,0.96697,0.9612,0.97792,0.83219,0.50196,0.34396,0.87187,0.000826982,0.000826982,0.000826982
511,1934.69,0.44057,0.32156,0.88566,0.95982,0.95925,0.9777,0.83031,0.50355,0.34191,0.87616,0.000825332,0.000825332,0.000825332
512,1938.25,0.43694,0.31128,0.88483,0.95218,0.96734,0.97873,0.83132,0.5011,0.34181,0.87365,0.000823681,0.000823681,0.000823681
513,1941.95,0.43788,0.31471,0.87946,0.96078,0.9624,0.97967,0.82779,0.49922,0.34509,0.87186,0.000822031,0.000822031,0.000822031
514,1946.28,0.4491,0.32359,0.89974,0.96,0.96715,0.97917,0.82503,0.50355,0.35353,0.8781,0.000820381,0.000820381,0.000820381
515,1949.92,0.42561,0.31162,0.88416,0.96654,0.95983,0.97837,0.83023,0.50267,0.3536,0.88197,0.00081873,0.00081873,0.00081873
516,1953.65,0.43874,0.32097,0.88513,0.96576,0.96148,0.97945,0.82967,0.50299,0.35214,0.8793,0.00081708,0.00081708,0.00081708
517,1957.35,0.44431,0.31488,0.88614,0.9662,0.96003,0.98081,0.82748,0.50187,0.34453,0.87607,0.00081543,0.00081543,0.00081543
518,1961.19,0.46229,0.32053,0.89391,0.96032,0.95736,0.98044,0.82538,0.50311,0.35268,0.87298,0.000813779,0.000813779,0.000813779
519,1964.91,0.44032,0.30822,0.89205,0.9548,0.95912,0.97973,0.82868,0.50838,0.34929,0.87259,0.000812129,0.000812129,0.000812129
520,1968.94,0.43256,0.31737,0.88629,0.96273,0.95687,0.97971,0.82926,0.50615,0.35106,0.87717,0.000810479,0.000810479,0.000810479
521,1972.6,0.43942,0.31327,0.88219,0.97024,0.95306,0.98099,0.82794,0.50627,0.3515,0.87645,0.000808828,0.000808828,0.000808828
522,1976.6,0.43246,0.31486,0.88085,0.97188,0.95314,0.98136,0.83158,0.50973,0.35425,0.88068,0.000807178,0.000807178,0.000807178
523,1980.23,0.43636,0.31829,0.88774,0.96152,0.95643,0.98196,0.83366,0.50638,0.35252,0.87843,0.000805528,0.000805528,0.000805528
524,1983.86,0.4299,0.30222,0.877,0.95744,0.95912,0.97777,0.83158,0.50998,0.35008,0.87959,0.000803877,0.000803877,0.000803877
525,1987.63,0.42557,0.30858,0.88762,0.96186,0.96226,0.98168,0.83501,0.50931,0.34313,0.8773,0.000802227,0.000802227,0.000802227
526,1991.46,0.43343,0.32413,0.88524,0.96424,0.95597,0.98065,0.82941,0.50917,0.35141,0.87555,0.000800577,0.000800577,0.000800577
527,1995.12,0.43169,0.31371,0.88233,0.95918,0.96143,0.97979,0.83082,0.5076,0.3555,0.87379,0.000798926,0.000798926,0.000798926
528,1998.75,0.42854,0.31429,0.88129,0.96716,0.9587,0.98025,0.83059,0.51011,0.35739,0.87364,0.000797276,0.000797276,0.000797276
529,2002.56,0.41765,0.3061,0.86817,0.96503,0.95883,0.98037,0.83049,0.5137,0.35426,0.87994,0.000795626,0.000795626,0.000795626
530,2006.25,0.43799,0.30709,0.87334,0.95654,0.95899,0.97527,0.82335,0.51548,0.36166,0.87467,0.000793975,0.000793975,0.000793975
531,2009.99,0.44237,0.30697,0.89125,0.96701,0.95812,0.97876,0.82505,0.51625,0.35359,0.8771,0.000792325,0.000792325,0.000792325
532,2013.97,0.43215,0.30902,0.87084,0.96834,0.95912,0.97978,0.82919,0.5144,0.34263,0.87823,0.000790675,0.000790675,0.000790675
533,2017.75,0.43454,0.30831,0.88538,0.96885,0.95946,0.98023,0.83661,0.51042,0.34204,0.87988,0.000789024,0.000789024,0.000789024
534,2021.5,0.43271,0.31558,0.88018,0.97196,0.95597,0.97895,0.83687,0.51118,0.34844,0.88087,0.000787374,0.000787374,0.000787374
535,2025.17,0.437,0.30727,0.8784,0.9721,0.96091,0.97989,0.83451,0.5086,0.34043,0.88058,0.000785724,0.000785724,0.000785724
536,2028.81,0.43562,0.31207,0.88217,0.975,0.95611,0.98083,0.83331,0.50866,0.34441,0.87996,0.000784073,0.000784073,0.000784073
537,2032.97,0.43162,0.3143,0.87446,0.97452,0.95794,0.98057,0.83462,0.50833,0.34293,0.88265,0.000782423,0.000782423,0.000782423
538,2036.64,0.43348,0.30589,0.87238,0.9746,0.95493,0.97896,0.83177,0.502,0.34257,0.88127,0.000780773,0.000780773,0.000780773
539,2040.3,0.42094,0.30742,0.87879,0.97414,0.96226,0.98012,0.83432,0.5008,0.33849,0.87974,0.000779122,0.000779122,0.000779122
540,2044.25,0.4333,0.30848,0.88909,0.97486,0.96173,0.98011,0.834,0.50607,0.33357,0.879,0.000777472,0.000777472,0.000777472
541,2048.2,0.4321,0.30925,0.87807,0.97104,0.96163,0.98106,0.8311,0.50851,0.33952,0.87924,0.000775822,0.000775822,0.000775822
542,2052.2,0.43461,0.31132,0.8792,0.96705,0.96226,0.98103,0.83134,0.51051,0.34165,0.87976,0.000774171,0.000774171,0.000774171
543,2055.93,0.42799,0.31503,0.87159,0.96809,0.96211,0.98102,0.83047,0.50681,0.3362,0.87865,0.000772521,0.000772521,0.000772521
544,2059.62,0.44206,0.31932,0.89299,0.97115,0.95796,0.98067,0.83253,0.50415,0.33654,0.8774,0.000770871,0.000770871,0.000770871
545,2064.24,0.42886,0.30942,0.88483,0.97524,0.95283,0.97968,0.83449,0.50275,0.34543,0.877,0.00076922,0.00076922,0.00076922
546,2067.86,0.42856,0.30672,0.88657,0.9719,0.95597,0.97941,0.83844,0.50155,0.34772,0.8786,0.00076757,0.00076757,0.00076757
547,2071.51,0.42104,0.30459,0.8691,0.96707,0.95912,0.97981,0.83596,0.50499,0.34982,0.8791,0.00076592,0.00076592,0.00076592
548,2075.22,0.44539,0.32761,0.89645,0.96881,0.95597,0.97972,0.83662,0.50129,0.35016,0.87346,0.000764269,0.000764269,0.000764269
549,2079.15,0.42275,0.31017,0.87062,0.96384,0.95912,0.98254,0.83454,0.49915,0.34313,0.87088,0.000762619,0.000762619,0.000762619
550,2082.79,0.42645,0.30942,0.87377,0.96681,0.95597,0.98227,0.83151,0.50086,0.33762,0.87394,0.000760969,0.000760969,0.000760969
