epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,687.779,0.588,0.4395,0.97898,0.9465,0.94648,0.96084,0.78187,0.61381,0.4442,0.95398,0.00137159,0.00137159,0.00137159
181,691.34,0.59132,0.43525,0.96376,0.96899,0.9384,0.9595,0.79108,0.60902,0.41782,0.96721,0.00136994,0.00136994,0.00136994
182,695.187,0.6024,0.46065,0.98961,0.94707,0.92937,0.9585,0.7767,0.61161,0.45566,0.95035,0.00136829,0.00136829,0.00136829
183,699.034,0.6078,0.45191,0.9801,0.96028,0.92243,0.96252,0.7861,0.5972,0.42836,0.94256,0.00136664,0.00136664,0.00136664
184,702.703,0.58916,0.43537,0.97251,0.9428,0.95597,0.96252,0.79311,0.58034,0.4252,0.93577,0.00136499,0.00136499,0.00136499
185,706.698,0.59606,0.45824,0.9755,0.96164,0.94057,0.96055,0.78575,0.58731,0.43387,0.94202,0.00136334,0.00136334,0.00136334
186,710.264,0.58621,0.43316,0.97066,0.94574,0.95051,0.95401,0.78667,0.59045,0.45985,0.94467,0.00136169,0.00136169,0.00136169
187,713.906,0.59771,0.45228,0.98346,0.9557,0.94281,0.9516,0.77255,0.6057,0.43035,0.96527,0.00136004,0.00136004,0.00136004
188,717.57,0.59542,0.44992,0.97389,0.96411,0.94264,0.96171,0.7978,0.57816,0.40397,0.93546,0.00135839,0.00135839,0.00135839
189,721.756,0.59021,0.45259,0.9663,0.94289,0.92781,0.96028,0.79184,0.59307,0.42553,0.93937,0.00135674,0.00135674,0.00135674
190,725.379,0.58444,0.43736,0.97187,0.90932,0.95283,0.959,0.7943,0.59476,0.42686,0.93695,0.00135509,0.00135509,0.00135509
191,729.006,0.58955,0.44399,0.96632,0.94366,0.94654,0.96157,0.79298,0.61304,0.44097,0.95184,0.00135344,0.00135344,0.00135344
192,732.874,0.57184,0.4462,0.96807,0.95948,0.94155,0.96342,0.79096,0.60777,0.43203,0.93785,0.00135179,0.00135179,0.00135179
193,736.826,0.59109,0.43792,0.96957,0.94769,0.93409,0.96249,0.77453,0.60466,0.43597,0.92958,0.00135014,0.00135014,0.00135014
194,740.608,0.58367,0.43329,0.96289,0.9565,0.95074,0.96185,0.79469,0.58143,0.4467,0.93158,0.00134849,0.00134849,0.00134849
195,744.289,0.56777,0.4301,0.94459,0.96012,0.94322,0.9566,0.79,0.5854,0.43425,0.93504,0.00134684,0.00134684,0.00134684
196,747.937,0.57089,0.42392,0.95505,0.9474,0.94667,0.96089,0.79026,0.60562,0.43355,0.95899,0.00134519,0.00134519,0.00134519
197,751.635,0.5779,0.43824,0.96553,0.9633,0.93851,0.96533,0.80083,0.59709,0.42376,0.94842,0.00134354,0.00134354,0.00134354
198,755.961,0.58545,0.4434,0.97564,0.93791,0.93108,0.96234,0.79096,0.5767,0.42915,0.92019,0.00134188,0.00134188,0.00134188
199,759.633,0.55629,0.41869,0.96659,0.96103,0.92794,0.9643,0.78119,0.59898,0.42075,0.9561,0.00134023,0.00134023,0.00134023
200,763.251,0.5805,0.427,0.9708,0.94382,0.94577,0.96242,0.78549,0.61506,0.41315,0.96767,0.00133858,0.00133858,0.00133858
201,766.945,0.58311,0.43676,0.97279,0.9465,0.92716,0.96154,0.79078,0.60513,0.44849,0.94591,0.00133693,0.00133693,0.00133693
202,771.073,0.56989,0.43494,0.95561,0.95621,0.93823,0.95785,0.79739,0.59628,0.45207,0.96083,0.00133528,0.00133528,0.00133528
203,774.789,0.57887,0.436,0.9641,0.9455,0.93677,0.96418,0.81117,0.57134,0.42862,0.92597,0.00133363,0.00133363,0.00133363
204,778.741,0.59285,0.45366,0.98244,0.94559,0.94342,0.96074,0.8017,0.59625,0.44702,0.96328,0.00133198,0.00133198,0.00133198
205,782.348,0.58415,0.44708,0.96544,0.94459,0.92479,0.96175,0.78849,0.60256,0.46201,0.93446,0.00133033,0.00133033,0.00133033
206,786.313,0.59444,0.45329,0.96459,0.94439,0.93095,0.96268,0.78586,0.57415,0.43797,0.9235,0.00132868,0.00132868,0.00132868
207,789.922,0.57899,0.42142,0.95371,0.95801,0.93351,0.96417,0.79387,0.58586,0.45032,0.93014,0.00132703,0.00132703,0.00132703
208,793.523,0.5717,0.42687,0.9596,0.94844,0.94866,0.96617,0.79654,0.57925,0.42553,0.94849,0.00132538,0.00132538,0.00132538
209,797.178,0.5694,0.42274,0.95811,0.96378,0.95283,0.96507,0.79402,0.58584,0.41832,0.93159,0.00132373,0.00132373,0.00132373
210,800.84,0.58271,0.42437,0.97385,0.94721,0.94781,0.95828,0.78156,0.58574,0.43733,0.93719,0.00132208,0.00132208,0.00132208
211,804.48,0.58533,0.43414,0.97078,0.94315,0.94667,0.96448,0.788,0.59035,0.42824,0.9351,0.00132043,0.00132043,0.00132043
212,808.192,0.56015,0.41759,0.94847,0.95957,0.93095,0.96622,0.78717,0.58438,0.41848,0.92346,0.00131878,0.00131878,0.00131878
213,812.351,0.56574,0.41491,0.96295,0.95573,0.94222,0.96569,0.80542,0.5831,0.43366,0.92277,0.00131713,0.00131713,0.00131713
214,815.985,0.56572,0.43041,0.95954,0.9513,0.94805,0.96394,0.79737,0.57938,0.42781,0.92309,0.00131548,0.00131548,0.00131548
215,819.713,0.56016,0.41975,0.95749,0.95235,0.94338,0.96735,0.8029,0.57511,0.40416,0.93424,0.00131383,0.00131383,0.00131383
216,823.583,0.54488,0.41744,0.94684,0.96048,0.94174,0.97024,0.79478,0.57785,0.4227,0.92486,0.00131218,0.00131218,0.00131218
217,827.384,0.56481,0.41865,0.95246,0.94602,0.94471,0.96758,0.79684,0.59712,0.41866,0.93403,0.00131053,0.00131053,0.00131053
218,831.29,0.57661,0.42106,0.96785,0.95759,0.94025,0.97086,0.80061,0.59024,0.42517,0.93086,0.00130888,0.00130888,0.00130888
219,834.988,0.55856,0.42156,0.95931,0.96347,0.93542,0.96588,0.79998,0.59003,0.44269,0.93167,0.00130723,0.00130723,0.00130723
220,838.892,0.56903,0.41568,0.95634,0.95846,0.94529,0.96665,0.80633,0.58024,0.41982,0.92914,0.00130558,0.00130558,0.00130558
221,842.646,0.57271,0.43179,0.95476,0.95921,0.93095,0.96313,0.79713,0.59735,0.44018,0.93052,0.00130393,0.00130393,0.00130393
222,846.358,0.57028,0.42876,0.95453,0.95271,0.93222,0.9645,0.79535,0.59425,0.44388,0.93641,0.00130228,0.00130228,0.00130228
223,849.97,0.56112,0.42531,0.94959,0.95911,0.94353,0.96617,0.79103,0.60268,0.42454,0.93418,0.00130063,0.00130063,0.00130063
224,853.62,0.55482,0.41666,0.95586,0.94283,0.93752,0.97035,0.8043,0.57572,0.42884,0.92495,0.00129898,0.00129898,0.00129898
225,857.259,0.56639,0.41169,0.95852,0.952,0.92824,0.96065,0.79682,0.60216,0.4328,0.9413,0.00129733,0.00129733,0.00129733
226,860.901,0.55428,0.42181,0.95503,0.95626,0.93724,0.96271,0.78937,0.60851,0.41671,0.95111,0.00129568,0.00129568,0.00129568
227,864.435,0.56042,0.41715,0.95593,0.94576,0.93724,0.9671,0.79415,0.59293,0.41748,0.94424,0.00129403,0.00129403,0.00129403
228,868.805,0.56113,0.41809,0.95525,0.94205,0.94366,0.96529,0.80693,0.57258,0.41097,0.92332,0.00129238,0.00129238,0.00129238
229,872.496,0.55138,0.40744,0.94591,0.93899,0.9421,0.95933,0.79383,0.59177,0.42784,0.94075,0.00129072,0.00129072,0.00129072
230,876.145,0.55812,0.40571,0.94816,0.94877,0.95075,0.96917,0.79813,0.57947,0.41446,0.92755,0.00128907,0.00128907,0.00128907
231,879.734,0.54235,0.39407,0.93822,0.96258,0.94667,0.97117,0.79989,0.56942,0.40278,0.92152,0.00128742,0.00128742,0.00128742
232,884.192,0.5634,0.41973,0.95469,0.96027,0.94982,0.97092,0.80586,0.58374,0.39814,0.93988,0.00128577,0.00128577,0.00128577
233,887.799,0.56306,0.41836,0.95173,0.96923,0.93409,0.96803,0.80083,0.5824,0.41566,0.92712,0.00128412,0.00128412,0.00128412
234,891.813,0.55776,0.41477,0.95152,0.95753,0.95376,0.96549,0.79461,0.57959,0.41531,0.92543,0.00128247,0.00128247,0.00128247
235,895.448,0.55024,0.40855,0.94253,0.9591,0.93943,0.96558,0.78617,0.57279,0.42672,0.923,0.00128082,0.00128082,0.00128082
236,899.85,0.55418,0.40263,0.94207,0.95814,0.94667,0.96872,0.79205,0.5747,0.40549,0.92067,0.00127917,0.00127917,0.00127917
237,903.658,0.53507,0.41206,0.94423,0.95763,0.94654,0.96988,0.80608,0.57818,0.40521,0.92318,0.00127752,0.00127752,0.00127752
238,907.218,0.54197,0.40493,0.94026,0.94849,0.94643,0.96639,0.80837,0.55968,0.40994,0.91543,0.00127587,0.00127587,0.00127587
239,910.852,0.53745,0.3987,0.93001,0.94713,0.94201,0.96335,0.79664,0.57945,0.41033,0.93004,0.00127422,0.00127422,0.00127422
240,914.791,0.55509,0.42263,0.94914,0.95935,0.94969,0.97017,0.81777,0.56737,0.39456,0.91435,0.00127257,0.00127257,0.00127257
241,918.745,0.54448,0.39755,0.94216,0.95732,0.94131,0.96407,0.79665,0.56755,0.42213,0.92001,0.00127092,0.00127092,0.00127092
242,922.419,0.5565,0.41402,0.94797,0.95698,0.94654,0.96592,0.78814,0.58434,0.41002,0.92493,0.00126927,0.00126927,0.00126927
243,926.051,0.54728,0.40364,0.93745,0.96621,0.9465,0.96175,0.80218,0.56436,0.40653,0.92434,0.00126762,0.00126762,0.00126762
244,930.134,0.55186,0.39901,0.94676,0.96179,0.94667,0.96637,0.81612,0.56848,0.41178,0.9189,0.00126597,0.00126597,0.00126597
245,934.269,0.56137,0.41222,0.95587,0.96372,0.9434,0.97346,0.8107,0.56693,0.3951,0.91677,0.00126432,0.00126432,0.00126432
246,937.896,0.54828,0.40812,0.9525,0.94324,0.96215,0.97291,0.80305,0.57083,0.39236,0.92166,0.00126267,0.00126267,0.00126267
247,941.983,0.53901,0.39759,0.9326,0.96065,0.94015,0.96903,0.80408,0.57649,0.41759,0.91937,0.00126102,0.00126102,0.00126102
248,945.721,0.54987,0.40163,0.95871,0.94578,0.94969,0.96757,0.79307,0.56795,0.42703,0.91619,0.00125937,0.00125937,0.00125937
249,949.348,0.55625,0.41379,0.95012,0.95571,0.95283,0.96927,0.81232,0.57953,0.39443,0.92768,0.00125772,0.00125772,0.00125772
250,953.118,0.55911,0.41326,0.96232,0.92794,0.95773,0.97171,0.8065,0.56412,0.38945,0.90887,0.00125607,0.00125607,0.00125607
251,956.739,0.54375,0.41272,0.94793,0.95178,0.93724,0.97029,0.80226,0.57276,0.40366,0.91031,0.00125442,0.00125442,0.00125442
252,960.784,0.53792,0.40506,0.93607,0.95735,0.94388,0.97028,0.81103,0.55648,0.41862,0.9042,0.00125277,0.00125277,0.00125277
253,964.442,0.53119,0.39493,0.92937,0.9633,0.93764,0.97082,0.80414,0.56786,0.39947,0.91728,0.00125112,0.00125112,0.00125112
254,968.059,0.54156,0.40672,0.94129,0.96924,0.94151,0.9705,0.8049,0.58122,0.40188,0.92539,0.00124947,0.00124947,0.00124947
255,971.697,0.5312,0.38578,0.92608,0.95895,0.94667,0.96302,0.80347,0.56555,0.41574,0.91929,0.00124782,0.00124782,0.00124782
256,975.354,0.52155,0.38911,0.92699,0.95825,0.94654,0.96749,0.80806,0.55857,0.4061,0.90525,0.00124617,0.00124617,0.00124617
257,979.252,0.53969,0.40563,0.94285,0.95663,0.94493,0.96841,0.81122,0.56959,0.41009,0.91341,0.00124452,0.00124452,0.00124452
258,982.88,0.53216,0.39935,0.93146,0.9625,0.94654,0.96726,0.81114,0.57425,0.4143,0.92369,0.00124287,0.00124287,0.00124287
259,986.602,0.53784,0.38653,0.93163,0.96307,0.9487,0.96658,0.80521,0.56933,0.40106,0.91411,0.00124121,0.00124121,0.00124121
260,990.503,0.52717,0.39092,0.9297,0.95723,0.95283,0.96595,0.80534,0.57013,0.40542,0.92047,0.00123956,0.00123956,0.00123956
261,994.736,0.54041,0.40496,0.93767,0.9469,0.94969,0.95962,0.80444,0.56183,0.43063,0.91807,0.00123791,0.00123791,0.00123791
262,998.717,0.54031,0.40457,0.93045,0.96245,0.94864,0.97058,0.81456,0.55416,0.40368,0.90871,0.00123626,0.00123626,0.00123626
263,1002.34,0.52331,0.3947,0.91907,0.96652,0.95216,0.97292,0.79433,0.59015,0.42038,0.92822,0.00123461,0.00123461,0.00123461
264,1006.44,0.55375,0.40402,0.9432,0.96626,0.94969,0.96772,0.80121,0.58294,0.39973,0.92562,0.00123296,0.00123296,0.00123296
265,1010.14,0.53394,0.38883,0.92216,0.96529,0.95283,0.96654,0.79718,0.57185,0.39409,0.91296,0.00123131,0.00123131,0.00123131
266,1013.75,0.53385,0.40477,0.93738,0.96487,0.94612,0.96264,0.79622,0.55949,0.41815,0.91037,0.00122966,0.00122966,0.00122966
267,1017.61,0.53897,0.39149,0.94444,0.96301,0.943,0.96763,0.80251,0.56136,0.40837,0.91809,0.00122801,0.00122801,0.00122801
268,1021.29,0.52992,0.39323,0.93081,0.95886,0.9416,0.96553,0.8048,0.55604,0.41933,0.91606,0.00122636,0.00122636,0.00122636
269,1024.89,0.53166,0.39184,0.93646,0.96595,0.9342,0.96664,0.80735,0.55827,0.41796,0.91553,0.00122471,0.00122471,0.00122471
270,1028.82,0.52661,0.39109,0.9383,0.95155,0.95084,0.96887,0.80974,0.55404,0.41291,0.90781,0.00122306,0.00122306,0.00122306
271,1032.9,0.53602,0.39505,0.93072,0.95777,0.94713,0.96912,0.81111,0.54989,0.42565,0.90709,0.00122141,0.00122141,0.00122141
272,1036.6,0.5439,0.39712,0.94547,0.95863,0.95227,0.97516,0.80565,0.56261,0.40404,0.90699,0.00121976,0.00121976,0.00121976
273,1040.23,0.5326,0.39193,0.92956,0.96635,0.95597,0.97477,0.80737,0.55578,0.39832,0.90403,0.00121811,0.00121811,0.00121811
274,1043.94,0.52637,0.37909,0.93579,0.9573,0.95095,0.97241,0.81604,0.55987,0.3938,0.91069,0.00121646,0.00121646,0.00121646
275,1047.6,0.53229,0.39128,0.9382,0.9543,0.95283,0.97326,0.80921,0.55214,0.41154,0.90937,0.00121481,0.00121481,0.00121481
276,1051.18,0.52073,0.39068,0.9316,0.95697,0.95235,0.97464,0.8108,0.55787,0.38901,0.90679,0.00121316,0.00121316,0.00121316
277,1054.79,0.52784,0.39043,0.93256,0.95734,0.95898,0.97299,0.80129,0.57114,0.41501,0.91352,0.00121151,0.00121151,0.00121151
278,1058.88,0.53667,0.38925,0.9321,0.97118,0.95201,0.97129,0.80585,0.56994,0.39849,0.91545,0.00120986,0.00120986,0.00120986
279,1062.53,0.53498,0.4061,0.9322,0.95554,0.9434,0.97008,0.80331,0.55738,0.40691,0.91009,0.00120821,0.00120821,0.00120821
280,1066.11,0.53851,0.39564,0.93622,0.96532,0.94065,0.97074,0.81417,0.5565,0.40125,0.91149,0.00120656,0.00120656,0.00120656
281,1069.75,0.52381,0.38919,0.92844,0.9472,0.96226,0.97191,0.81579,0.54695,0.39138,0.89968,0.00120491,0.00120491,0.00120491
282,1073.39,0.52698,0.38712,0.93562,0.96052,0.94031,0.97158,0.82108,0.54645,0.39715,0.90001,0.00120326,0.00120326,0.00120326
283,1077.35,0.52928,0.38405,0.93009,0.95008,0.95296,0.97064,0.8098,0.55181,0.41177,0.90209,0.00120161,0.00120161,0.00120161
284,1080.98,0.54413,0.39484,0.92875,0.94445,0.95296,0.97333,0.81459,0.54343,0.40143,0.90448,0.00119996,0.00119996,0.00119996
285,1084.63,0.52314,0.38418,0.93365,0.95476,0.94417,0.97346,0.81988,0.54308,0.39386,0.89893,0.00119831,0.00119831,0.00119831
286,1088.26,0.53951,0.38815,0.93454,0.9646,0.95035,0.97069,0.80836,0.54903,0.3901,0.9037,0.00119666,0.00119666,0.00119666
287,1091.83,0.53691,0.38094,0.93649,0.96201,0.95107,0.96955,0.81806,0.54694,0.39306,0.90988,0.00119501,0.00119501,0.00119501
288,1095.46,0.54184,0.39165,0.93213,0.96169,0.94783,0.9694,0.82052,0.54526,0.39914,0.89982,0.00119336,0.00119336,0.00119336
289,1099.1,0.52224,0.37701,0.92232,0.97316,0.94584,0.96853,0.81654,0.54428,0.38984,0.90102,0.0011917,0.0011917,0.0011917
290,1102.79,0.52397,0.38667,0.92365,0.95136,0.95912,0.97326,0.81121,0.53444,0.38628,0.89736,0.00119005,0.00119005,0.00119005
291,1106.45,0.51752,0.37707,0.91562,0.94929,0.95597,0.97037,0.79937,0.5488,0.38931,0.89855,0.0011884,0.0011884,0.0011884
292,1110.25,0.52645,0.39271,0.93473,0.96219,0.94301,0.97237,0.81723,0.54524,0.38316,0.90204,0.00118675,0.00118675,0.00118675
293,1113.93,0.5206,0.37256,0.92625,0.973,0.94735,0.97242,0.81764,0.55163,0.38983,0.90781,0.0011851,0.0011851,0.0011851
294,1117.61,0.5401,0.39077,0.93802,0.96096,0.95283,0.97426,0.81203,0.57091,0.40049,0.9245,0.00118345,0.00118345,0.00118345
295,1121.28,0.52684,0.38381,0.92549,0.95389,0.94967,0.96345,0.80899,0.55289,0.42053,0.90772,0.0011818,0.0011818,0.0011818
296,1125.12,0.50681,0.36927,0.91687,0.96379,0.93638,0.96636,0.81349,0.5384,0.39444,0.90093,0.00118015,0.00118015,0.00118015
297,1128.71,0.52485,0.39346,0.9344,0.96384,0.94353,0.96647,0.80297,0.54981,0.38478,0.89922,0.0011785,0.0011785,0.0011785
298,1132.31,0.52273,0.38975,0.92175,0.96286,0.93744,0.96433,0.79875,0.56191,0.39757,0.9032,0.00117685,0.00117685,0.00117685
299,1136.05,0.49623,0.37986,0.91447,0.96547,0.95126,0.97252,0.81331,0.54922,0.36505,0.89737,0.0011752,0.0011752,0.0011752
300,1139.66,0.50789,0.36754,0.91447,0.9661,0.9555,0.97412,0.80828,0.55736,0.38734,0.90207,0.00117355,0.00117355,0.00117355
301,1143.57,0.52027,0.37222,0.92351,0.96047,0.95556,0.97621,0.81523,0.54526,0.37729,0.90337,0.0011719,0.0011719,0.0011719
302,1147.24,0.51474,0.37682,0.92628,0.9678,0.95178,0.97374,0.82204,0.54418,0.38279,0.90616,0.00117025,0.00117025,0.00117025
303,1151.72,0.51738,0.38422,0.939,0.96132,0.94838,0.97261,0.82305,0.54549,0.38102,0.91034,0.0011686,0.0011686,0.0011686
304,1155.94,0.53191,0.38123,0.93241,0.95343,0.95154,0.97267,0.8173,0.53076,0.39707,0.89426,0.00116695,0.00116695,0.00116695
305,1159.84,0.4989,0.36835,0.91641,0.96538,0.95283,0.9727,0.82032,0.53784,0.3697,0.90678,0.0011653,0.0011653,0.0011653
306,1163.83,0.50879,0.38512,0.91601,0.96359,0.95044,0.97081,0.81421,0.55881,0.39058,0.91403,0.00116365,0.00116365,0.00116365
307,1167.5,0.50783,0.3782,0.92277,0.95822,0.95868,0.97292,0.8283,0.53551,0.37288,0.90104,0.001162,0.001162,0.001162
308,1172.27,0.51529,0.37734,0.92601,0.95957,0.94982,0.97381,0.82291,0.54051,0.39148,0.90171,0.00116035,0.00116035,0.00116035
309,1176.63,0.52686,0.38672,0.93031,0.95532,0.95224,0.97252,0.82264,0.52986,0.38885,0.89824,0.0011587,0.0011587,0.0011587
310,1180.32,0.52212,0.36696,0.93322,0.9686,0.95597,0.97486,0.82316,0.54231,0.38791,0.90496,0.00115705,0.00115705,0.00115705
311,1184.17,0.53155,0.38729,0.93823,0.96258,0.95283,0.97404,0.80948,0.54631,0.38224,0.90647,0.0011554,0.0011554,0.0011554
312,1188.06,0.50882,0.3776,0.92052,0.97158,0.94598,0.97399,0.82005,0.55062,0.3923,0.90852,0.00115375,0.00115375,0.00115375
313,1191.95,0.51705,0.38005,0.92727,0.95169,0.96226,0.97785,0.81932,0.53976,0.39253,0.90176,0.0011521,0.0011521,0.0011521
314,1195.62,0.51211,0.36899,0.91609,0.95545,0.94543,0.97407,0.81643,0.54654,0.39483,0.90476,0.00115045,0.00115045,0.00115045
315,1199.22,0.50112,0.36913,0.90614,0.97267,0.9434,0.97236,0.82568,0.54854,0.38285,0.90851,0.0011488,0.0011488,0.0011488
316,1202.88,0.50572,0.37566,0.91062,0.96721,0.94383,0.97284,0.81716,0.54105,0.38119,0.90924,0.00114715,0.00114715,0.00114715
317,1206.58,0.50583,0.37666,0.9204,0.9689,0.94025,0.97427,0.82759,0.53369,0.37207,0.89177,0.0011455,0.0011455,0.0011455
318,1210.21,0.51793,0.36632,0.92359,0.95575,0.94951,0.9752,0.82522,0.53639,0.37951,0.90145,0.00114385,0.00114385,0.00114385
319,1213.89,0.51396,0.37554,0.93119,0.94619,0.95938,0.9745,0.82131,0.54573,0.37442,0.9012,0.0011422,0.0011422,0.0011422
320,1218.01,0.50124,0.37552,0.92522,0.96602,0.95179,0.97233,0.81957,0.53512,0.38211,0.8967,0.00114054,0.00114054,0.00114054
321,1221.62,0.49741,0.36327,0.91168,0.96597,0.94777,0.97534,0.82549,0.53687,0.38573,0.89056,0.00113889,0.00113889,0.00113889
322,1225.27,0.50088,0.37109,0.92477,0.95716,0.95633,0.97247,0.82062,0.54409,0.3964,0.8945,0.00113724,0.00113724,0.00113724
323,1229.01,0.49586,0.36435,0.91786,0.95481,0.94969,0.97184,0.80213,0.54689,0.40533,0.90461,0.00113559,0.00113559,0.00113559
324,1232.84,0.50344,0.36547,0.92492,0.96473,0.94305,0.97364,0.81705,0.55328,0.39552,0.90674,0.00113394,0.00113394,0.00113394
325,1236.51,0.49141,0.35638,0.91173,0.96102,0.95227,0.97458,0.80648,0.54974,0.38468,0.90096,0.00113229,0.00113229,0.00113229
326,1240.24,0.5032,0.36001,0.91895,0.9526,0.94478,0.97198,0.80515,0.55324,0.40312,0.89886,0.00113064,0.00113064,0.00113064
327,1243.85,0.50693,0.36655,0.93037,0.94933,0.95028,0.97194,0.82171,0.5325,0.38644,0.88789,0.00112899,0.00112899,0.00112899
328,1247.5,0.5091,0.36634,0.92026,0.96365,0.93737,0.97316,0.81872,0.54108,0.38265,0.8901,0.00112734,0.00112734,0.00112734
329,1251.19,0.50135,0.36579,0.91785,0.94332,0.95624,0.97286,0.81776,0.53976,0.39126,0.88918,0.00112569,0.00112569,0.00112569
330,1254.84,0.50821,0.3694,0.92307,0.95473,0.96139,0.97302,0.81462,0.53823,0.38272,0.89059,0.00112404,0.00112404,0.00112404
331,1258.88,0.49795,0.37104,0.9138,0.94919,0.95597,0.97315,0.81062,0.5328,0.3873,0.89631,0.00112239,0.00112239,0.00112239
332,1262.63,0.50559,0.37162,0.91409,0.95812,0.95504,0.97992,0.82136,0.53041,0.37782,0.8923,0.00112074,0.00112074,0.00112074
333,1266.28,0.51645,0.36746,0.9233,0.97045,0.94038,0.97684,0.82412,0.52792,0.37356,0.89274,0.00111909,0.00111909,0.00111909
334,1269.92,0.50255,0.36409,0.91524,0.95856,0.95925,0.9735,0.82253,0.52823,0.37067,0.88857,0.00111744,0.00111744,0.00111744
335,1273.9,0.49415,0.35681,0.91735,0.94751,0.94366,0.96967,0.81442,0.54009,0.38612,0.88937,0.00111579,0.00111579,0.00111579
336,1277.54,0.48304,0.35762,0.91597,0.94868,0.94366,0.97131,0.81268,0.55162,0.38783,0.90702,0.00111414,0.00111414,0.00111414
337,1281.14,0.48743,0.36778,0.90968,0.96408,0.94353,0.96824,0.81228,0.54641,0.39361,0.89979,0.00111249,0.00111249,0.00111249
338,1284.81,0.49278,0.36336,0.90833,0.96224,0.96214,0.96913,0.82481,0.52432,0.38285,0.88624,0.00111084,0.00111084,0.00111084
339,1288.43,0.51098,0.37359,0.92353,0.95578,0.96045,0.97291,0.82192,0.53094,0.38628,0.88933,0.00110919,0.00110919,0.00110919
340,1292.09,0.5072,0.37643,0.9179,0.9608,0.95223,0.97397,0.82454,0.54628,0.37137,0.89643,0.00110754,0.00110754,0.00110754
341,1295.66,0.48443,0.34988,0.91304,0.96685,0.9559,0.97557,0.82747,0.53157,0.37953,0.90266,0.00110589,0.00110589,0.00110589
342,1299.58,0.50669,0.36972,0.9247,0.96274,0.94191,0.9737,0.82402,0.53195,0.37351,0.89527,0.00110424,0.00110424,0.00110424
343,1303.24,0.50441,0.36297,0.91414,0.94931,0.96078,0.97927,0.82051,0.53951,0.37648,0.89188,0.00110259,0.00110259,0.00110259
344,1306.86,0.4884,0.35891,0.9153,0.96713,0.94756,0.97631,0.81921,0.55566,0.37448,0.89787,0.00110094,0.00110094,0.00110094
345,1310.47,0.4929,0.355,0.9042,0.95755,0.95817,0.97718,0.81631,0.54085,0.37407,0.89993,0.00109929,0.00109929,0.00109929
346,1314.19,0.48426,0.3584,0.90333,0.96905,0.95859,0.97869,0.82033,0.5386,0.37504,0.89866,0.00109764,0.00109764,0.00109764
347,1317.86,0.48735,0.35942,0.91525,0.96435,0.95906,0.97749,0.817,0.53409,0.38084,0.89679,0.00109599,0.00109599,0.00109599
348,1321.52,0.4951,0.37026,0.91143,0.96339,0.96554,0.97866,0.82301,0.53036,0.37352,0.89398,0.00109434,0.00109434,0.00109434
349,1325.44,0.48764,0.35203,0.90726,0.95255,0.95912,0.97801,0.8145,0.54595,0.37455,0.89901,0.00109269,0.00109269,0.00109269
350,1329.06,0.49183,0.35732,0.9093,0.95654,0.94982,0.97558,0.81454,0.54467,0.38671,0.90453,0.00109103,0.00109103,0.00109103
351,1332.89,0.48137,0.34619,0.91021,0.96301,0.96357,0.97507,0.81072,0.55384,0.38579,0.90913,0.00108938,0.00108938,0.00108938
352,1336.58,0.48416,0.35053,0.90852,0.95379,0.96508,0.97632,0.81486,0.54441,0.3786,0.89741,0.00108773,0.00108773,0.00108773
353,1340.59,0.48652,0.35363,0.90125,0.9623,0.95334,0.97275,0.8101,0.54493,0.3929,0.90316,0.00108608,0.00108608,0.00108608
354,1344.21,0.4815,0.35379,0.89985,0.96462,0.94236,0.97286,0.81284,0.5344,0.38625,0.89441,0.00108443,0.00108443,0.00108443
355,1347.91,0.4972,0.35321,0.91614,0.96242,0.95684,0.97603,0.82543,0.53605,0.37457,0.89631,0.00108278,0.00108278,0.00108278
356,1351.61,0.50079,0.35851,0.91596,0.96026,0.95597,0.97675,0.82065,0.53957,0.36961,0.89438,0.00108113,0.00108113,0.00108113
357,1355.27,0.5049,0.36811,0.92541,0.97557,0.94336,0.97546,0.82011,0.53716,0.36165,0.89518,0.00107948,0.00107948,0.00107948
358,1358.98,0.49922,0.36092,0.9201,0.9626,0.94995,0.97779,0.82451,0.54332,0.37225,0.89732,0.00107783,0.00107783,0.00107783
359,1362.63,0.49234,0.35931,0.90673,0.95397,0.95211,0.98114,0.81588,0.55406,0.37456,0.90308,0.00107618,0.00107618,0.00107618
360,1366.61,0.48371,0.36117,0.90411,0.96236,0.94982,0.98042,0.82764,0.54303,0.36415,0.89501,0.00107453,0.00107453,0.00107453
361,1370.55,0.50048,0.37092,0.92159,0.97431,0.9426,0.97932,0.81219,0.54676,0.36354,0.89606,0.00107288,0.00107288,0.00107288
362,1374.18,0.48394,0.35384,0.90776,0.96487,0.95296,0.97922,0.81475,0.53426,0.36754,0.89526,0.00107123,0.00107123,0.00107123
363,1377.95,0.49084,0.36197,0.91235,0.96694,0.95514,0.97855,0.81188,0.53434,0.35834,0.88569,0.00106958,0.00106958,0.00106958
364,1382.2,0.47781,0.3575,0.90152,0.96269,0.95007,0.97457,0.81754,0.52349,0.35676,0.88595,0.00106793,0.00106793,0.00106793
365,1385.89,0.47655,0.35141,0.90982,0.95257,0.95912,0.97344,0.81863,0.53496,0.36906,0.8956,0.00106628,0.00106628,0.00106628
